type,log
tenable-nessus,"{""plugin_id"":19506,""plugin_name"":""Nessus Scan Information"",""plugin_family"":""Settings"",""severity"":0,""scan_uuid"":""7b1c9d43-e02a-4f18-9c56-2ab7d0148e39"",""host"":{""hostname"":""prod-linux-web-11"",""ip"":""10.44.7.19"",""os"":""Linux Kernel 6.8.0-41-generic on Ubuntu 24.04"",""fqdn"":""prod-linux-web-11.example.net"",""mac_address"":""00:0d:3a:f4:1c:88""},""finding"":{""plugin_id"":184472,""plugin_name"":""OpenSSH < 9.8p1 Race Condition RCE (regreSSHion)"",""severity"":4,""risk_factor"":""Critical"",""cve"":[""CVE-2024-6387""],""cvss3_base_score"":8.1,""vpr_score"":9.2,""exploit_available"":true,""port"":22,""protocol"":""tcp"",""svc_name"":""ssh"",""state"":""open"",""output"":""Installed version : 9.6p1\nFixed version : 9.8p1"",""first_found"":""2026-06-11T04:00:00Z"",""last_found"":""2026-07-20T04:00:00Z""},""scan_policy"":""Prod Weekly Credentialed"",""credentialed_checks"":""no"",""scan_errors"":[""Credentialed checks : no - SSH authentication failed""],""timestamp"":""2026-07-20T04:31:22Z""}"
terraform-cloud,"{""id"":""run-9c1eXk7pL9mzV2Qr"",""type"":""runs"",""attributes"":{""status"":""applied"",""message"":""Bump checkout module to 4.12.0"",""source"":""tfe-api"",""is-destroy"":false,""created-at"":""2026-08-04T14:42:31.402Z"",""auto-apply"":true,""has-changes"":true,""plan-only"":false,""terraform-version"":""1.9.3"",""resource-additions"":2,""resource-changes"":1,""resource-destructions"":0},""relationships"":{""workspace"":{""data"":{""id"":""ws-4Kj2LmNoPq3RsTuV"",""type"":""workspaces"",""name"":""prod-checkout""}},""created-by"":{""data"":{""id"":""user-7c3a91fbd2e84650"",""type"":""users"",""username"":""priya.raghavan""}},""configuration-version"":{""data"":{""id"":""cv-8Zx1Qw4Er7Ty0Uio"",""type"":""configuration-versions""}}},""organization"":""acme-io""}"
terraform-cloud,"{""id"":""run-Xk2mLpQ9zL0dPfA1"",""type"":""run"",""timestamp"":""2026-07-23T13:52:19Z"",""event"":""run:errored"",""workspace"":{""id"":""ws-7b1c9d43e02a4f18"",""name"":""prod-networking"",""organization"":""example-net""},""status"":""errored"",""status_timestamps"":{""planned_at"":""2026-07-23T13:50:02Z"",""errored_at"":""2026-07-23T13:52:19Z""},""is_destroy"":false,""message"":""Merge pull request #1184 from feature/nat-gateway"",""source"":""tfe-api"",""trigger_reason"":""vcs"",""plan"":{""id"":""plan-9zL0dPfA1sJc4hVn"",""resource_additions"":3,""resource_changes"":1,""resource_destructions"":0,""status"":""errored""},""diagnostics"":[{""severity"":""error"",""summary"":""Error creating NAT Gateway"",""detail"":""error creating EC2 NAT Gateway: operation error EC2: CreateNatGateway, https response error StatusCode: 400, RequestID: 0f6c1a37-9b21-4e5d-a0c8-31f7bd94e2aa, api error AddressLimitExceeded: The maximum number of addresses has been reached."",""address"":""module.vpc.aws_nat_gateway.this[2]""}],""created_by"":{""username"":""dstrohschein"",""email"":""dylan@example.net""},""terraform_version"":""1.9.4""}"
timescaledb,"{""timestamp"":""2026-08-04 14:58:31.402 UTC"",""user"":""metrics_writer"",""dbname"":""telemetry"",""pid"":48412,""remote_host"":""10.32.18.204"",""session_id"":""68911a1f.bd1c"",""error_severity"":""LOG"",""message"":""duration: 128.412 ms  statement: SELECT time_bucket('5 minutes', ts) AS bucket, avg(value) FROM metrics WHERE series_id = 41827 AND ts > now() - interval '6 hours' GROUP BY bucket ORDER BY bucket"",""application_name"":""grafana"",""hypertable"":""metrics"",""chunks_excluded"":842,""chunks_scanned"":6,""backend_type"":""client backend""}"
timescaledb,"{""timestamp"":""2026-07-15T09:31:22.884 UTC"",""pid"":41182,""error_severity"":""ERROR"",""state_code"":""23505"",""user"":""metrics_writer"",""database"":""metrics"",""application_name"":""otel-collector"",""client_addr"":""10.244.3.87"",""message"":""duplicate key value violates unique constraint \""_hyper_14_8814_chunk_metrics_ts_series_idx\"""",""detail"":""Key (ts, series_id)=(2026-07-15 09:31:00+00, 44718) already exists."",""hypertable"":""metrics.samples"",""chunk"":""_timescaledb_internal._hyper_14_8814_chunk"",""query"":""INSERT INTO metrics.samples (ts, series_id, value) VALUES ($1,$2,$3)"",""compression_enabled"":true,""backend_type"":""client backend""}"
tomcat,"{""timestamp"":""2026-08-04T14:49:11.402Z"",""level"":""INFO"",""thread"":""http-nio-8080-exec-14"",""logger"":""org.apache.catalina.core.ContainerBase"",""message"":""Deployment of web application archive [/opt/tomcat/webapps/ledger.war] has finished in [4,182] ms"",""host"":""tomcat-prod-02"",""contextPath"":""/ledger"",""catalinaBase"":""/opt/tomcat"",""jvmVersion"":""21.0.4+7-LTS"",""deployTimeMs"":4182}"
tomcat,"{""@timestamp"":""2026-07-17T14:22:08.102Z"",""level"":""ERROR"",""thread"":""http-nio-8080-exec-7"",""logger"":""org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]"",""message"":""Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception"",""exception"":{""class"":""org.springframework.dao.QueryTimeoutException"",""message"":""JDBC exception executing SQL [select o.* from orders o where o.customer_id=?]"",""stacktrace"":""org.springframework.dao.QueryTimeoutException: JDBC exception\n\tat org.springframework.jdbc.support.SQLExceptionSubclassTranslator.doTranslate(SQLExceptionSubclassTranslator.java:66)\n\tat com.example.orders.OrderRepository.findByCustomer(OrderRepository.java:88)""},""request_uri"":""/api/orders"",""remote_addr"":""10.44.7.19"",""session_id"":""9F81C3AD2B74E560A1C7D2B4E9F0A51C"",""status"":500,""duration_ms"":30014,""jvm"":{""heap_used_mb"":3842,""heap_max_mb"":4096},""host"":""prod-tomcat-02""}"
traefik,"{""level"":""info"",""time"":""2026-08-04T14:47:31+00:00"",""ClientAddr"":""203.0.113.47:54882"",""ClientHost"":""203.0.113.47"",""ClientPort"":""54882"",""ClientUsername"":""-"",""DownstreamContentSize"":14839,""DownstreamStatus"":200,""Duration"":38412991,""OriginContentSize"":14839,""OriginDuration"":37882104,""OriginStatus"":200,""Overhead"":530887,""RequestAddr"":""api.acme.io"",""RequestContentSize"":621,""RequestHost"":""api.acme.io"",""RequestMethod"":""GET"",""RequestPath"":""/v2/accounts/8812/invoices"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/2.0"",""RequestScheme"":""https"",""RetryAttempts"":0,""RouterName"":""api-router@kubernetes"",""ServiceAddr"":""10.1.5.42:8080"",""ServiceName"":""checkout-checkout-api-8080@kubernetes"",""ServiceURL"":{""Scheme"":""http"",""Host"":""10.1.5.42:8080"",""Path"":""""},""StartLocal"":""2026-08-04T14:47:31.402841882Z"",""StartUTC"":""2026-08-04T14:47:31.402841882Z"",""TLSCipher"":""TLS_AES_128_GCM_SHA256"",""TLSVersion"":""1.3"",""entryPointName"":""websecure"",""msg"":""""}"
traefik,"{""level"":""error"",""time"":""2026-07-19T06:14:02Z"",""msg"":""Error while dialing: dial tcp 10.44.7.19:8080: connect: connection refused"",""entryPointName"":""websecure"",""routerName"":""orders@kubernetescrd"",""serviceName"":""prod-orders-8080@kubernetescrd"",""ClientAddr"":""203.0.113.77:52144"",""ClientHost"":""203.0.113.77"",""DownstreamStatus"":502,""DownstreamContentSize"":11,""RequestMethod"":""GET"",""RequestPath"":""/orders/8814"",""RequestProtocol"":""HTTP/2.0"",""RequestHost"":""shop.example.net"",""Duration"":3118442,""Overhead"":118442,""RetryAttempts"":3,""OriginStatus"":0,""OriginDuration"":0,""StartUTC"":""2026-07-19T06:14:02.771Z"",""TLSVersion"":""1.3"",""TLSCipher"":""TLS_AES_128_GCM_SHA256"",""request_User-Agent"":""curl/8.7.1""}"
twilio,"{""AccountSid"":""ACREDACTEDREDACTEDREDACTEDREDACTED"",""MessageSid"":""SM7c3a91fbd2e846509a1b7c8d9e0f1a2b"",""MessagingServiceSid"":""MG3f81c7a29d644e0b8a152c7be93df401"",""From"":""+16175550142"",""To"":""+13125550188"",""Body"":""Your Acme verification code is 418273"",""NumSegments"":""1"",""NumMedia"":""0"",""SmsStatus"":""delivered"",""MessageStatus"":""delivered"",""Direction"":""outbound-api"",""ApiVersion"":""2010-04-01"",""Price"":""-0.00790"",""PriceUnit"":""USD"",""ErrorCode"":null,""ErrorMessage"":null,""Timestamp"":""2026-08-04T15:50:02.184Z"",""EventType"":""com.twilio.messaging.message.delivered"",""CarrierName"":""T-Mobile USA""}"
twilio,"{""AccountSid"":""ACREDACTEDREDACTEDREDACTEDREDACTED"",""MessageSid"":""SM4418822109337201884c41b7e285d90"",""MessageStatus"":""undelivered"",""To"":""+15551180042"",""From"":""+15558844710"",""Body"":""Your Example Net verification code is 441882"",""NumSegments"":""1"",""NumMedia"":""0"",""SmsStatus"":""undelivered"",""ErrorCode"":30003,""ErrorMessage"":""Unreachable destination handset"",""Direction"":""outbound-api"",""ApiVersion"":""2010-04-01"",""Price"":""-0.00790"",""PriceUnit"":""USD"",""MessagingServiceSid"":""MG3f81c9a47b204d168e53cc10a7b29d64"",""EventType"":""onMessageStatus"",""Timestamp"":""2026-07-26T09:14:02Z"",""CallbackSource"":""call-progress-events"",""RawDlrDoneDate"":""2607260914"",""Carrier"":""verizon"",""MessageType"":""sms""}"
vault,"{""time"":""2026-08-04T14:42:02.118402Z"",""type"":""response"",""auth"":{""client_token"":""hmac-sha256:7f3a91fbd2e846509a1b7c8d9e0f1a2b3c4d5e6f7081920a1b2c3d4e5f607182"",""accessor"":""hmac-sha256:9c1e7f3a2b845d0671ab34cd82ef50918f2a1c4d6e0b8a152c7be93df4018827"",""display_name"":""kubernetes-checkout-api"",""policies"":[""default"",""checkout-read""],""token_policies"":[""default"",""checkout-read""],""metadata"":{""role"":""checkout-api"",""service_account_name"":""checkout-api"",""service_account_namespace"":""checkout""},""entity_id"":""c1d84f2e-7b93-4a16-9f0c-3e5d81aa4b62"",""token_type"":""service"",""token_ttl"":3600,""token_issue_time"":""2026-08-04T14:42:02Z""},""request"":{""id"":""a71f3c9d-4b28-5e06-9c13-7fd824ab5e30"",""client_id"":""3f81c7a2-9d64-4e0b-8a15-2c7be93df401"",""operation"":""read"",""mount_type"":""kv"",""mount_accessor"":""kv_8c2f7a91"",""client_token"":""hmac-sha256:7f3a91fbd2e846509a1b7c8d9e0f1a2b3c4d5e6f7081920a1b2c3d4e5f607182"",""path"":""secret/data/checkout/stripe"",""remote_address"":""10.1.5.42"",""remote_port"":41912},""response"":{""mount_type"":""kv"",""mount_accessor"":""kv_8c2f7a91"",""data"":{""data"":{""hmac"":""hmac-sha256:1a7b3c5d9e2f406811cd23ab7c3d9e0f1a2b3c4d5e6f70819""}}}}"
vault,"{""time"":""2026-07-29T18:12:07.441932Z"",""type"":""response"",""auth"":{""client_token"":""hmac-sha256:9f81c3ad2b74e560a1c7d2b4e9f0a51c3d8e7b62191ac6b70e2d3f5811ab4c07"",""accessor"":""hmac-sha256:c41b7e285d904a138f669e2c0473ab55"",""display_name"":""approle-ci-runner"",""policies"":[""default"",""ci-read""],""token_policies"":[""default"",""ci-read""],""metadata"":{""role_name"":""ci-runner""},""entity_id"":""a7f19c4b-2d80-4e35-91ac-6b70e2d3f581"",""token_type"":""service"",""token_ttl"":3600,""token_issue_time"":""2026-07-29T17:44:02Z""},""request"":{""id"":""d81a3c07-59be-4f26-a0d3-7c14eb92f5a0"",""operation"":""read"",""mount_type"":""kv"",""client_token"":""hmac-sha256:9f81c3ad2b74e560a1c7d2b4e9f0a51c3d8e7b62191ac6b70e2d3f5811ab4c07"",""namespace"":{""id"":""root""},""path"":""secret/data/prod/db/root"",""remote_address"":""10.6.72.114""},""response"":{""mount_type"":""kv""},""error"":""1 error occurred:\n\t* permission denied\n\n""}"
vector-dev,"{""timestamp"":""2026-08-04T15:20:31.402841Z"",""level"":""INFO"",""target"":""vector::sinks::util::sink"",""message"":""Events sent."",""component_id"":""opensearch_prod"",""component_kind"":""sink"",""component_type"":""elasticsearch"",""count"":4182,""byte_size"":1284192,""events_out_total"":881204719,""vector_version"":""0.40.1"",""host"":""vector-agent-xk4q1""}"
vector-dev,"{""timestamp"":""2026-07-15T09:31:22.884713Z"",""level"":""ERROR"",""target"":""vector::sinks::util::retries"",""message"":""Non-retriable error; dropping the request."",""error"":""Server responded with an error: 401 Unauthorized"",""error_type"":""request_failed"",""stage"":""sending"",""component_id"":""bindplane_out"",""component_kind"":""sink"",""component_type"":""http"",""internal_log_rate_limit"":true,""events_dropped"":2048,""vector_version"":""0.40.0"",""host"":""vector-agent-11""}"
vercel,"{""id"":""1786038902184-9c1e7f3a2b845d06"",""timestamp"":1786038902184,""type"":""stdout"",""source"":""lambda"",""level"":""info"",""message"":""GET /api/invoices 200 in 128ms"",""deploymentId"":""dpl_Xk7pL9mzV2Qr8Zx1Qw4Er7"",""projectId"":""prj_9c1e7f3a2b845d0671ab34cd"",""buildId"":""bld_zx1qw4er7ty0uio"",""host"":""app.acme.io"",""requestId"":""iad1::9c1e7f3a2b845d06-1786038902184-7c3a91fbd2e8"",""statusCode"":200,""path"":""/api/invoices"",""proxy"":{""timestamp"":1786038902056,""method"":""GET"",""host"":""app.acme.io"",""path"":""/api/invoices"",""userAgent"":[""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/128.0.0.0""],""referer"":""https://app.acme.io/dashboard"",""clientIp"":""203.0.113.47"",""region"":""iad1"",""cacheId"":null,""vercelCache"":""MISS"",""statusCode"":200},""executionRegion"":""iad1"",""environment"":""production"",""durationMs"":128,""memoryUsedMb"":142,""maxMemoryMb"":1024,""initDurationMs"":0}"
vercel,"{""id"":""1783235642771-9f81c3ad2b74e560"",""timestamp"":1783235642771,""type"":""stderr"",""source"":""lambda"",""level"":""error"",""message"":""Error: Runtime exited with error: signal: killed Runtime.ExitError"",""deploymentId"":""dpl_XkQ2mLpQ9zL0dPfA1sJc4h"",""projectId"":""prj_c41b7e285d904a138f669e2c"",""projectName"":""shop-web"",""host"":""shop.example.net"",""path"":""/api/reports/export"",""requestMethod"":""POST"",""statusCode"":502,""requestId"":""ams1::441882210-1783235642771-9f81c3ad2b74"",""region"":""ams1"",""environment"":""production"",""branch"":""main"",""proxy"":{""timestamp"":1783235642100,""method"":""POST"",""host"":""shop.example.net"",""path"":""/api/reports/export"",""userAgent"":[""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/138.0.0.0""],""referer"":""https://shop.example.net/reports"",""clientIp"":""73.118.204.9"",""statusCode"":502,""cacheId"":null,""vercelCache"":""MISS""},""executionRegion"":""ams1"",""memoryUsedMb"":1024,""memoryLimitMb"":1024,""durationMs"":10014}"
vertx,"{""@timestamp"":""2026-08-04T16:09:02.184Z"",""level"":""INFO"",""logger_name"":""io.acme.gateway.RouterVerticle"",""thread_name"":""vert.x-eventloop-thread-6"",""message"":""200 GET /v2/quotes (18 ms)"",""verticle"":""io.acme.gateway.RouterVerticle"",""deploymentId"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""eventLoop"":""vert.x-eventloop-thread-6"",""method"":""GET"",""uri"":""/v2/quotes"",""status"":200,""durationMs"":18.42,""remoteAddress"":""10.1.4.19:41904"",""host"":""gateway-5f7c8b9d4-mq2xk"",""instances"":8}"
vertx,"{""timestamp"":""2026-07-26T09:14:02.771Z"",""level"":""WARN"",""logger"":""io.vertx.core.impl.BlockedThreadChecker"",""thread"":""vertx-blocked-thread-checker"",""message"":""Thread Thread[vert.x-eventloop-thread-2,5,main] has been blocked for 8842 ms, time limit is 2000 ms"",""blockedThread"":""vert.x-eventloop-thread-2"",""blockedMillis"":8842,""timeLimitMillis"":2000,""warningExceptionTime"":5000,""stackTrace"":[""java.util.zip.Inflater.inflateBytesBytes(Native Method)"",""com.example.ingest.Decompressor.decode(Decompressor.java:44)"",""com.example.ingest.IngestVerticle.handle(IngestVerticle.java:118)""],""verticle"":""com.example.ingest.IngestVerticle"",""deploymentId"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""host"":""ingest-7b9f4c8d6-x2klp"",""vertxVersion"":""4.5.9""}"
wireguard,"{""timestamp"":""2026-08-04T15:54:31.402841Z"",""level"":""info"",""interface"":""wg0"",""host"":""vpn-gw-01.acme.io"",""event"":""handshake_complete"",""peer"":""Xk7pL9mzV2Qr8Zx1Qw4Er7Ty0UioPasdF2GhJkL3M="",""peer_alias"":""priya-mbair"",""endpoint"":""203.0.113.47:51820"",""allowed_ips"":[""10.88.0.14/32""],""latest_handshake"":1786037071,""transfer_rx"":18422104,""transfer_tx"":4182739,""persistent_keepalive"":25,""listen_port"":51820}"
wireguard,"{""timestamp"":""2026-07-26T09:14:02.771382Z"",""host"":""vpn-gw-01.example.net"",""interface"":""wg0"",""level"":""warning"",""message"":""Invalid handshake initiation from 185.220.101.44:41822"",""event"":""handshake_failed"",""peer"":null,""peer_public_key"":""xKQ2mLpQ9zL0dPfA1sJc4hVnT6wYyE8uBiOgN3Xq5lM="",""endpoint"":""185.220.101.44:41822"",""reason"":""unknown peer public key"",""handshake_attempts"":184,""rx_bytes"":0,""tx_bytes"":0,""listen_port"":51820,""kernel_module_version"":""1.0.20220627"",""allowed_ips"":[]}"
wiz,"{""id"":""c1d84f2e-7b93-4a16-9f0c-3e5d81aa4b62"",""type"":""TOXIC_COMBINATION"",""status"":""RESOLVED"",""severity"":""MEDIUM"",""createdAt"":""2026-08-04T13:02:11.402Z"",""updatedAt"":""2026-08-04T15:12:31.402Z"",""resolvedAt"":""2026-08-04T15:12:31.402Z"",""sourceRule"":{""id"":""3f81c7a2-9d64-4e0b-8a15-2c7be93df401"",""name"":""Publicly exposed VM with high severity vulnerability"",""controlDescription"":""Detects internet-facing compute with a critical CVE and no WAF.""},""entitySnapshot"":{""id"":""i-0b7d31f9ac4e58210"",""type"":""VIRTUAL_MACHINE"",""name"":""worker-7f3a"",""nativeType"":""ec2"",""cloudPlatform"":""AWS"",""subscriptionId"":""481923746512"",""subscriptionName"":""acme-prod"",""region"":""us-west-2"",""providerId"":""arn:aws:ec2:us-west-2:481923746512:instance/i-0b7d31f9ac4e58210"",""tags"":{""Environment"":""production"",""Team"":""platform""}},""projects"":[{""id"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""name"":""Platform"",""riskProfile"":{""businessImpact"":""HBI""}}],""serviceTickets"":[],""notes"":[]}"
wiz,"{""id"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""type"":""TOXIC_COMBINATION"",""severity"":""CRITICAL"",""status"":""OPEN"",""createdAt"":""2026-07-22T11:47:33.201Z"",""updatedAt"":""2026-07-22T11:47:33.201Z"",""title"":""Publicly exposed VM with critical vulnerability and high-privilege cloud role"",""description"":""EC2 instance i-0f19c3ab77de2c845 is reachable from the internet on port 22, has CVE-2024-6387 (critical, exploit available), and is attached to an IAM role with administrative permissions."",""entitySnapshot"":{""id"":""88447102-3372-0188-4471-029337201884"",""type"":""VIRTUAL_MACHINE"",""name"":""batch-worker-07"",""providerId"":""arn:aws:ec2:us-west-2:481923755012:instance/i-0f19c3ab77de2c845"",""cloudPlatform"":""AWS"",""region"":""us-west-2"",""subscriptionId"":""481923755012"",""subscriptionName"":""prod-analytics"",""nativeType"":""ec2/instance"",""tags"":{""Team"":""data-platform"",""env"":""prod""}},""controlId"":""wc-id-1184"",""serviceTickets"":[],""notes"":[],""evidence"":{""attackPaths"":1,""vulnerabilities"":[{""name"":""CVE-2024-6387"",""severity"":""CRITICAL"",""hasExploit"":true,""cvssSeverity"":8.1}],""networkExposure"":{""isPubliclyAccessible"":true,""portRanges"":[""22-22""]},""effectiveAdmin"":true},""projects"":[{""id"":""c41b7e28-5d90-4a13-8f66-9e2c0473ab55"",""name"":""Data Platform"",""businessUnit"":""Engineering"",""riskProfile"":{""businessImpact"":""HBI""}}]}"
workday,"{""eventId"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""requestTime"":""2026-08-04T15:31:31.402Z"",""tenant"":""acme"",""target"":{""descriptor"":""Marcus Feld"",""id"":""3f81c7a2-9d64-4e0b-8a15-2c7be93df401"",""href"":""https://wd5-impl-services1.workday.com/ccx/api/v1/acme/workers/3f81c7a2""},""taskDisplayName"":""Change Job"",""action"":""UPDATE"",""user"":{""descriptor"":""Priya Raghavan"",""id"":""c1d84f2e-7b93-4a16-9f0c-3e5d81aa4b62""},""activityAction"":""COMPLETED"",""systemAccount"":""priya.raghavan@acme.io"",""sessionId"":""418273904651283741"",""deviceType"":""Computer"",""ipAddress"":""203.0.113.47"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/128.0.0.0"",""businessProcessType"":""Change Job"",""requestId"":""BP-4182739"",""target_class"":""Worker"",""success"":true}"
workday,"{""timestamp"":""2026-07-26T09:14:02.771-07:00"",""tenant"":""example_net"",""eventType"":""IntegrationEvent"",""status"":""Failed"",""integrationSystem"":""Core Connector: Worker"",""integrationEventId"":""9f81c3ad2b74e560a1c7d2b4e9f0a51c"",""launchedBy"":""Integration_User_HCM"",""initiatedAt"":""2026-07-26T09:00:00.000-07:00"",""completedAt"":""2026-07-26T09:14:02.771-07:00"",""runtimeSeconds"":842,""businessProcess"":{""name"":""Hire"",""transactionId"":""BP-4418822"",""step"":""Integration""},""messages"":[{""severity"":""Critical"",""code"":""WD-INT-3417"",""summary"":""Web service invocation failed"",""detail"":""SOAP Fault: Processing error occurred. The task submitted is not authorized. Missing domain security permission: Worker Data: Public Worker Reports""}],""recordsProcessed"":0,""recordsErrored"":184,""outputFiles"":[],""worker"":{""employeeId"":""E-88447"",""legalName"":""Priya Raghavan""}}"
